time_s,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6
1.880622511119149465e+00,-3.805063769847946142e-01,-1.560157604610129360e-02,-4.190483157283272919e-01,1.120435833079354515e-09,-1.167349588373044922e+00,3.805063763549358380e-01,-7.106215058412954477e-15,9.287180878913755058e-03,-7.345960778925048063e-02,3.948424099985886348e-11,8.274678866821139067e-02,-1.007364541497715844e-10,2.693122277082815024e-14,2.959094388375346427e-03,4.352288229470708397e-02,-8.906280801131067655e-12,-4.056378790712625304e-02,4.230110718811669553e-11
1.882202866170510358e+00,-3.805063769847946697e-01,-1.558689532548645021e-02,-4.191643535745842586e-01,1.120498221028069219e-09,-1.167218869806172954e+00,3.805063763547766875e-01,-7.065405383091455767e-15,9.291823501157130821e-03,-7.339070033757862099e-02,3.947007254900178557e-11,8.268252383878160749e-02,-1.006693983741118332e-10,2.471665750949827977e-14,2.916311875458162985e-03,4.368209239617645845e-02,-9.024444136396376506e-12,-4.076578052154317122e-02,4.256052047882101579e-11
1.883783221221870807e+00,-3.805063769847946697e-01,-1.557220732133127172e-02,-4.192802823239146770e-01,1.120560586438027776e-09,-1.167088253052687152e+00,3.805063763546176481e-01,-7.028087576722526522e-15,9.296398462450342765e-03,-7.332154152087549948e-02,3.945571732837591865e-11,8.261793998337037259e-02,-1.006019327819742332e-10,2.251213920287299666e-14,2.873466963587817911e-03,4.384099427007396438e-02,-9.142644924318932606e-12,-4.096752730734122550e-02,4.281974534872624901e-11
1.885363576273231700e+00,-3.805063769847947253e-01,-1.555751214064174034e-02,-4.193961015794578917e-01,1.120622929014021003e-09,-1.166957738616454465e+00,3.805063763544587196e-01,-6.994245711093813617e-15,9.300905664682302190e-03,-7.325213182683566748e-02,3.944117527969817491e-11,8.255303749156113480e-02,-1.005340576726873368e-10,2.031773161624336885e-14,2.830560287500389141e-03,4.399958717596154367e-02,-9.260882018704964872e-12,-4.116902688934627463e-02,4.307877982765047150e-11
1.886943931324592150e+00,-3.805063769847946697e-01,-1.554280989057807774e-02,-4.195118109451247967e-01,1.120685248460749560e-09,-1.166827327000723891e+00,3.805063763542998467e-01,-6.963863757646733684e-15,9.305345010745971410e-03,-7.318247174432218616e-02,3.942644634649915698e-11,8.248781675510989675e-02,-1.004657733486945744e-10,1.813349797585790486e-14,2.787592483213101671e-03,4.415787037435903173e-02,-9.379154269923421046e-12,-4.137027789206091516e-02,4.333762194247985022e-11
1.888524286375952821e+00,-3.805063769847946697e-01,-1.552810067845322717e-02,-4.196274100255995565e-01,1.120747544482826007e-09,-1.166697018708124256e+00,3.805063763541411404e-01,-6.936925588330196526e-15,9.309716404540520004e-03,-7.311256176336700108e-02,3.941153047412944578e-11,8.242227816794776840e-02,-1.003970801155611041e-10,1.595950096696991477e-14,2.744564188014197645e-03,4.431584312673635118e-02,-9.497460524915339704e-12,-4.157127893966683363e-02,4.359626971717584826e-11
1.890104641427313270e+00,-3.805063769847947253e-01,-1.551338461173113782e-02,-4.197428984263419927e-01,1.120809816784778328e-09,-1.166566814240659333e+00,3.805063763539825450e-01,-6.913414976456766902e-15,9.314019750973243431e-03,-7.304240237516786138e-02,3.939642760976435682e-11,8.235642212617984292e-02,-1.003279782819765263e-10,1.379580273187832530e-14,2.701476040452562705e-03,4.447350469550015450e-02,-9.615799627201786030e-12,-4.177202865602181597e-02,4.385472117277691801e-11
1.891684996478674163e+00,-3.805063769847947253e-01,-1.549866179802528166e-02,-4.198582757535891941e-01,1.120872065071051789e-09,-1.166436714099706284e+00,3.805063763538240607e-01,-6.893315597562459014e-15,9.318254955961540603e-03,-7.297199407208752875e-02,3.938113770240954303e-11,8.229024902808623754e-02,-1.002584681597603119e-10,1.164246486802856498e-14,2.658328680327312447e-03,4.463085434398611495e-02,-9.734170416893907226e-12,-4.197252566466239815e-02,4.411297432740658553e-11
1.893265351530034613e+00,-3.805063769847947253e-01,-1.548393234509703835e-02,-4.199735416143566824e-01,1.120934289046013487e-09,-1.166306718786010777e+00,3.805063763536656318e-01,-6.876611030269245469e-15,9.322421926434888012e-03,-7.290133734765230633e-02,3.936566070290637795e-11,8.222375927412275964e-02,-1.001885500638663518e-10,9.499548426120172032e-15,2.615122748677528065e-03,4.478789133644805326e-02,-9.852571730701672838e-12,-4.217276858880332491e-02,4.437102719627778681e-11
1.894845706581395284e+00,-3.805063769847947808e-01,-1.546919636085400222e-02,-4.200886956164416874e-01,1.120996488413953589e-09,-1.166176828799682541e+00,3.805063763535073695e-01,-6.863284757150539453e-15,9.326520570336845062e-03,-7.283043269655038732e-02,3.934999656393737755e-11,8.215695326692115663e-02,-1.001182243123874028e-10,7.367113908229554738e-15,2.571858887771802035e-03,4.494461493804779301e-02,-9.971002401943253241e-12,-4.237275605133781348e-02,4.462887779169844476e-11
